"","gene_id","gene_type","gene_short_name"
"452","ENSMUSG00000103364.2","TEC","Gm38157"
"453","ENSMUSG00000105982.3","miRNA","Mir6896"
"454","ENSMUSG00000096992.4","lncRNA","Gm26788"
"455","ENSMUSG00000103001.2","TEC","A930005N03Rik"
"456","ENSMUSG00000104397.2","lncRNA","Gm37958"
"457","ENSMUSG00000102839.2","TEC","Gm37385"
"458","ENSMUSG00000101206.2","processed_pseudogene","Gm5266"
"459","ENSMUSG00000101462.3","transcribed_processed_pseudogene","Gm3052"
"460","ENSMUSG00000102336.2","lncRNA","Gm37233"
"461","ENSMUSG00000092852.3","miRNA","Mir5103"
"462","ENSMUSG00000042111.10","protein_coding","Ccdc115"
"463","ENSMUSG00000101711.2","lncRNA","Gm28306"
"464","ENSMUSG00000026127.14","protein_coding","Imp4"
"465","ENSMUSG00000026126.16","protein_coding","Ptpn18"
"466","ENSMUSG00000100280.3","lncRNA","Gm28417"
"467","ENSMUSG00000101223.7","lncRNA","4930568A12Rik"
"468","ENSMUSG00000026125.10","protein_coding","Prss39"
"469","ENSMUSG00000101116.2","processed_pseudogene","Gm28416"
"470","ENSMUSG00000026124.5","protein_coding","Cfc1"
"471","ENSMUSG00000101803.2","processed_pseudogene","Gm28419"
"472","ENSMUSG00000037529.14","protein_coding","Prss40"
"473","ENSMUSG00000045815.5","lncRNA","1700101I19Rik"
"474","ENSMUSG00000045174.11","protein_coding","Amer3"
"475","ENSMUSG00000100524.2","processed_pseudogene","Gm28418"
"476","ENSMUSG00000102499.2","processed_pseudogene","Gm36984"
"477","ENSMUSG00000103521.2","processed_pseudogene","Gm29730"
"478","ENSMUSG00000104098.2","processed_pseudogene","AA619741"
"479","ENSMUSG00000037509.22","protein_coding","Arhgef4"
"480","ENSMUSG00000102537.2","processed_pseudogene","Gm37224"
"481","ENSMUSG00000102612.2","processed_pseudogene","Gm37845"
"482","ENSMUSG00000118272.2","protein_coding","RP23-348C6.8"
"483","ENSMUSG00000104002.3","lncRNA","Gm38336"
"484","ENSMUSG00000037503.13","protein_coding","Fam168b"
"485","ENSMUSG00000104358.2","TEC","Gm37127"
"486","ENSMUSG00000026123.12","protein_coding","Plekhb2"
"487","ENSMUSG00000103716.2","processed_pseudogene","Gm19430"
"488","ENSMUSG00000103548.2","processed_pseudogene","Gm37670"
"489","ENSMUSG00000103760.2","processed_pseudogene","Gm8009"
"490","ENSMUSG00000103997.2","processed_pseudogene","Gm38027"
"491","ENSMUSG00000077231.3","snoRNA","Gm25096"
"492","ENSMUSG00000104417.2","lncRNA","Gm37068"
"493","ENSMUSG00000064601.3","snRNA","Gm25634"
"494","ENSMUSG00000101714.2","lncRNA","Gm28415"
"495","ENSMUSG00000102531.2","lncRNA","1110002O04Rik"
"496","ENSMUSG00000103096.2","processed_pseudogene","Gm8022"
"497","ENSMUSG00000102279.2","lncRNA","Gm37146"
"498","ENSMUSG00000103708.2","lncRNA","Gm33222"
"499","ENSMUSG00000104201.2","lncRNA","4930535G08Rik"
"500","ENSMUSG00000102434.2","TEC","Gm38049"
"501","ENSMUSG00000045216.8","protein_coding","Hs6st1"
"502","ENSMUSG00000104523.2","lncRNA","Gm37335"
"503","ENSMUSG00000102202.2","lncRNA","Gm33280"
"504","ENSMUSG00000037470.15","protein_coding","Uggt1"
"505","ENSMUSG00000098752.3","miRNA","Mir6897"
"506","ENSMUSG00000047180.9","protein_coding","Neurl3"
"507","ENSMUSG00000037447.17","protein_coding","Arid5a"
"508","ENSMUSG00000102762.2","lncRNA","4930403P22Rik"
"509","ENSMUSG00000010453.13","protein_coding","Kansl3"
"510","ENSMUSG00000098680.3","miRNA","Mir6898"
"511","ENSMUSG00000037432.16","protein_coding","Fer1l5"
"512","ENSMUSG00000001143.14","protein_coding","Lman2l"
"513","ENSMUSG00000037408.11","protein_coding","Cnnm4"
"514","ENSMUSG00000104316.2","TEC","Gm37909"
"515","ENSMUSG00002075980.1","miRNA","ENSMUSG00002075980"
"516","ENSMUSG00000001138.14","protein_coding","Cnnm3"
"517","ENSMUSG00000102845.2","lncRNA","Gm38033"
"518","ENSMUSG00000067653.13","protein_coding","Ankrd23"
"519","ENSMUSG00000109510.2","protein_coding","Gm42417"
"520","ENSMUSG00000079610.10","protein_coding","Ankrd39"
"521","ENSMUSG00000026121.14","protein_coding","Sema4c"
"522","ENSMUSG00000087589.4","lncRNA","D430040D24Rik"
"523","ENSMUSG00000046337.18","protein_coding","Fam178b"
"524","ENSMUSG00000089906.2","processed_pseudogene","Gm6428"
"525","ENSMUSG00002075377.1","miRNA","ENSMUSG00002075377"
"526","ENSMUSG00000061518.12","protein_coding","Cox5b"
"527","ENSMUSG00000037351.10","protein_coding","Actr1b"
"528","ENSMUSG00000102416.5","protein_coding","4933424G06Rik"
"529","ENSMUSG00000104237.2","lncRNA","Gm33533"
"530","ENSMUSG00000026117.11","protein_coding","Zap70"
"531","ENSMUSG00000097291.2","transcribed_processed_pseudogene","Gm18828"
"532","ENSMUSG00000026116.12","protein_coding","Tmem131"
"533","ENSMUSG00000103016.2","TEC","Gm37506"
"534","ENSMUSG00000102930.2","lncRNA","Gm38115"
"535","ENSMUSG00000103159.2","TEC","F830112A20Rik"
"536","ENSMUSG00000080054.4","processed_pseudogene","Rpl12-ps1"
"537","ENSMUSG00000119706.1","rRNA","5S_rRNA"
"538","ENSMUSG00000050122.20","protein_coding","Vwa3b"
"539","ENSMUSG00000103603.2","lncRNA","Gm37020"
"540","ENSMUSG00000026114.15","protein_coding","Cnga3"
"541","ENSMUSG00000102231.2","TEC","1700074A21Rik"
"542","ENSMUSG00000026113.18","protein_coding","Inpp4a"
"543","ENSMUSG00000086064.2","lncRNA","4930439A04Rik"
"544","ENSMUSG00000102879.2","TEC","Gm37135"
"545","ENSMUSG00000026112.8","protein_coding","Coa5"
"546","ENSMUSG00000026111.16","protein_coding","Unc50"
"547","ENSMUSG00000026110.16","protein_coding","Mgat4a"
"548","ENSMUSG00000103948.2","TEC","4930594C11Rik"
"549","ENSMUSG00000087233.2","processed_pseudogene","Gm43213"
"550","ENSMUSG00000026090.17","protein_coding","Cracdl"
"551","ENSMUSG00000089767.2","lncRNA","4930556I23Rik"
"552","ENSMUSG00000104365.2","TEC","4930470B04Rik"
"553","ENSMUSG00000102650.2","TEC","Gm19863"
"554","ENSMUSG00000060771.16","protein_coding","Tsga10"
"555","ENSMUSG00000097268.2","lncRNA","Gm26805"
"556","ENSMUSG00000037216.6","protein_coding","Lipt1"
"557","ENSMUSG00000026088.16","protein_coding","Mitd1"
"558","ENSMUSG00000026087.12","protein_coding","Mrpl30"
"559","ENSMUSG00000061584.7","protein_coding","Lyg2"
"560","ENSMUSG00000087374.2","lncRNA","Gm15457"
"561","ENSMUSG00000026085.12","protein_coding","Lyg1"
"562","ENSMUSG00002076708.1","misc_RNA","7SK"
"563","ENSMUSG00000058407.13","protein_coding","Txndc9"
"564","ENSMUSG00000026083.13","protein_coding","Eif5b"
"565","ENSMUSG00000026082.12","protein_coding","Rev1"
"566","ENSMUSG00000103804.2","lncRNA","Gm37062"
"567","ENSMUSG00000102716.2","lncRNA","Gm5099"
"568","ENSMUSG00000037138.19","protein_coding","Aff3"
"569","ENSMUSG00000085391.2","lncRNA","Gm16150"
"570","ENSMUSG00000085280.2","lncRNA","Gm16151"
"571","ENSMUSG00000087131.8","lncRNA","Gm16152"
"572","ENSMUSG00000102984.2","processed_pseudogene","Gm34727"
"573","ENSMUSG00000102541.2","processed_pseudogene","Gm38135"
"574","ENSMUSG00000103531.2","TEC","2610300A13Rik"
"575","ENSMUSG00000048814.12","protein_coding","Lonrf2"
"576","ENSMUSG00000026080.14","protein_coding","Chst10"
"577","ENSMUSG00000103647.2","lncRNA","Gm37707"
"578","ENSMUSG00000102447.2","processed_pseudogene","Gm6621"
"579","ENSMUSG00000067604.9","protein_coding","Nms"
"580","ENSMUSG00000026078.11","protein_coding","Pdcl3"
"581","ENSMUSG00000103046.2","TEC","Gm37309"
"582","ENSMUSG00000104188.2","lncRNA","Gm37821"
"583","ENSMUSG00000103182.2","TEC","Gm37091"
"584","ENSMUSG00000098833.3","miRNA","Mir6349"
"585","ENSMUSG00000026077.16","protein_coding","Npas2"
"586","ENSMUSG00000092553.2","processed_pseudogene","Gm20428"
"587","ENSMUSG00000092563.2","processed_pseudogene","Gm3617"
"588","ENSMUSG00000073702.12","protein_coding","Rpl31"
"589","ENSMUSG00000003134.11","protein_coding","Tbc1d8"
"590","ENSMUSG00000102607.2","TEC","Gm37265"
"591","ENSMUSG00000065629.4","snoRNA","Gm24826"
"592","ENSMUSG00002076218.1","snoRNA","ENSMUSG00002076218"
"593","ENSMUSG00000003135.16","protein_coding","Cnot11"
"594","ENSMUSG00000085894.2","lncRNA","Gm15832"
"595","ENSMUSG00000077704.3","snoRNA","Snord89"
"596","ENSMUSG00000048234.14","protein_coding","Rnf149"
"597","ENSMUSG00000064936.3","snoRNA","Gm23722"
"598","ENSMUSG00000102471.2","processed_pseudogene","Gm5100"
"599","ENSMUSG00000050967.6","protein_coding","Creg2"
"600","ENSMUSG00000097083.2","lncRNA","D930019O06Rik"
"601","ENSMUSG00000057173.9","protein_coding","Rfx8"
"602","ENSMUSG00000091937.4","protein_coding","Gm3646"
"603","ENSMUSG00000101634.7","lncRNA","1700066B17Rik"
"604","ENSMUSG00000026074.16","protein_coding","Map4k4"
"605","ENSMUSG00000102985.2","TEC","4930456G14Rik"
"606","ENSMUSG00000026073.14","protein_coding","Il1r2"
"607","ENSMUSG00000097899.3","lncRNA","Gm16894"
"608","ENSMUSG00000102975.2","TEC","Gm37347"
"609","ENSMUSG00000026072.13","protein_coding","Il1r1"
"610","ENSMUSG00000103560.2","TEC","Gm38070"
"611","ENSMUSG00000070942.9","protein_coding","Il1rl2"
"612","ENSMUSG00000103230.2","processed_pseudogene","Gm17970"
"613","ENSMUSG00000026069.16","protein_coding","Il1rl1"
"614","ENSMUSG00000026070.16","protein_coding","Il18r1"
"615","ENSMUSG00000026068.12","protein_coding","Il18rap"
"616","ENSMUSG00000104441.2","lncRNA","Gm35801"
"617","ENSMUSG00000026065.9","protein_coding","Slc9a4"
"618","ENSMUSG00000102676.2","TEC","Gm37435"
"619","ENSMUSG00000026062.13","protein_coding","Slc9a2"
"620","ENSMUSG00000103679.2","lncRNA","Gm37623"
"621","ENSMUSG00000103270.2","lncRNA","Gm37915"
"622","ENSMUSG00000041945.13","protein_coding","Mfsd9"
"623","ENSMUSG00000079588.4","protein_coding","Tmem182"
"624","ENSMUSG00000094136.3","processed_pseudogene","Gm5973"
"625","ENSMUSG00000104072.2","lncRNA","4930448I06Rik"
"626","ENSMUSG00000100185.2","lncRNA","Gm28634"
"627","ENSMUSG00000100832.2","lncRNA","Gm29260"
"628","ENSMUSG00000100178.2","processed_pseudogene","Gm5267"
"629","ENSMUSG00000101877.2","processed_pseudogene","Gm8176"
"630","ENSMUSG00000053640.3","lncRNA","Gm9915"
"631","ENSMUSG00000101919.2","lncRNA","Gm29664"
"632","ENSMUSG00000101299.3","lncRNA","Gm28175"
"633","ENSMUSG00000100180.2","lncRNA","Gm28140"
"634","ENSMUSG00000103106.2","TEC","Gm37047"
"635","ENSMUSG00000060424.15","lncRNA","Pantr1"
"636","ENSMUSG00000104199.2","TEC","4930420N18Rik"
"637","ENSMUSG00000045515.5","protein_coding","Pou3f3"
"638","ENSMUSG00000093436.7","lncRNA","Gm20646"
"639","ENSMUSG00000097063.4","lncRNA","Pantr2"
"640","ENSMUSG00000099784.2","lncRNA","Dalir"
"641","ENSMUSG00000060679.15","protein_coding","Mrps9"
"642","ENSMUSG00000077448.3","snoRNA","Gm23126"
"643","ENSMUSG00000041907.10","protein_coding","Gpr45"
"644","ENSMUSG00002075628.1","miRNA","ENSMUSG00002075628"
"645","ENSMUSG00000070939.10","protein_coding","Tgfbrap1"
"646","ENSMUSG00000100269.2","lncRNA","Gm28782"
"647","ENSMUSG00000041878.4","lncRNA","8430432A02Rik"
"648","ENSMUSG00000010290.8","protein_coding","AI597479"
"649","ENSMUSG00000008136.15","protein_coding","Fhl2"
"650","ENSMUSG00000094497.2","processed_pseudogene","Gm8210"
"651","ENSMUSG00000099576.2","lncRNA","Gm29040"
"652","ENSMUSG00000099694.2","processed_pseudogene","Gm29610"
"653","ENSMUSG00000101923.2","processed_pseudogene","Gm29041"
"654","ENSMUSG00000066877.12","protein_coding","Nck2"
"655","ENSMUSG00000103422.2","TEC","Gm37536"
"656","ENSMUSG00000103945.2","TEC","Gm38228"
"657","ENSMUSG00000026051.9","protein_coding","Ecrg4"
"658","ENSMUSG00000100764.2","lncRNA","Gm29155"
"659","ENSMUSG00000100635.2","lncRNA","Gm29157"
"660","ENSMUSG00000100480.2","lncRNA","Gm29156"
"661","ENSMUSG00000057363.13","protein_coding","Uxs1"
"662","ENSMUSG00000090243.2","processed_pseudogene","Gm16103"
"663","ENSMUSG00000100701.2","processed_pseudogene","Gm19587"
"664","ENSMUSG00000101395.2","processed_pseudogene","Gm8241"
"665","ENSMUSG00000088848.3","snoRNA","Gm26352"
"666","ENSMUSG00002075225.1","miRNA","ENSMUSG00002075225"
"667","ENSMUSG00000041763.15","protein_coding","Tpp2"
"668","ENSMUSG00000047343.5","protein_coding","Mettl21c"
"669","ENSMUSG00000090106.2","processed_pseudogene","Gm15838"
"670","ENSMUSG00000091844.3","protein_coding","Gm8251"
"671","ENSMUSG00000026049.12","protein_coding","Tex30"
"672","ENSMUSG00000101104.7","lncRNA","Gm29247"
"673","ENSMUSG00000026047.14","protein_coding","Poglut2"
"674","ENSMUSG00000041684.12","protein_coding","Bivm"
"675","ENSMUSG00000026048.17","protein_coding","Ercc5"
"676","ENSMUSG00000046828.4","protein_coding","Mettl21e"
"677","ENSMUSG00000089703.2","processed_pseudogene","Gm15833"
"678","ENSMUSG00000100966.2","processed_pseudogene","Gm5700"
"679","ENSMUSG00000100769.2","lncRNA","Gm28893"
"680","ENSMUSG00000101567.2","processed_pseudogene","Txn-ps1"
"681","ENSMUSG00000056870.10","protein_coding","Gulp1"
"682","ENSMUSG00000102319.2","TEC","Gm37626"
"683","ENSMUSG00000089877.2","processed_pseudogene","Gm16102"
"684","ENSMUSG00000101701.2","lncRNA","4930521E06Rik"
"685","ENSMUSG00000103071.2","TEC","Gm38110"
"686","ENSMUSG00000100434.2","processed_pseudogene","Gm3489"
"687","ENSMUSG00000100013.2","processed_pseudogene","Gm19480"
"688","ENSMUSG00000101251.2","processed_pseudogene","Gm3496"
"689","ENSMUSG00000101937.2","processed_pseudogene","Gm5268"
"690","ENSMUSG00000026043.19","protein_coding","Col3a1"
"691","ENSMUSG00002074901.1","miRNA","ENSMUSG00002074901"
"692","ENSMUSG00000026042.17","protein_coding","Col5a2"
"693","ENSMUSG00000104476.2","TEC","Gm38211"
"694","ENSMUSG00000100218.2","processed_pseudogene","Gm8296"
"695","ENSMUSG00000100361.2","processed_pseudogene","Gm7063"
"696","ENSMUSG00000100894.2","processed_pseudogene","Gm8304"
"697","ENSMUSG00000119267.1","snRNA","U6"
"698","ENSMUSG00000065255.3","snoRNA","Gm23974"
"699","ENSMUSG00000100843.2","processed_pseudogene","Gm8307"
"700","ENSMUSG00000087764.3","ribozyme","Gm23984"
"701","ENSMUSG00000025995.17","protein_coding","Wdr75"
"702","ENSMUSG00000099850.2","processed_pseudogene","Gm28906"
"703","ENSMUSG00000084817.4","processed_pseudogene","Gm5526"
"704","ENSMUSG00000098549.3","processed_pseudogene","Gm5269"
"705","ENSMUSG00000099381.2","processed_pseudogene","Gm18303"
"706","ENSMUSG00000025993.11","protein_coding","Slc40a1"
"707","ENSMUSG00000099946.2","processed_pseudogene","Gm9496"
"708","ENSMUSG00000070896.3","processed_pseudogene","Rpl23a-ps1"
"709","ENSMUSG00000090682.5","processed_pseudogene","Gm3852"
"710","ENSMUSG00000044457.9","transcribed_processed_pseudogene","Stk-ps2"
"711","ENSMUSG00000099432.2","unprocessed_pseudogene","Gm18849"
"712","ENSMUSG00000041144.13","protein_coding","Dnah7b"
"713","ENSMUSG00000119743.1","rRNA","5S_rRNA"
"714","ENSMUSG00000101262.2","processed_pseudogene","Gm8326"
"715","ENSMUSG00000101337.7","protein_coding","Dnah7c"
"716","ENSMUSG00000025986.7","protein_coding","Slc39a10"
"717","ENSMUSG00000100213.2","lncRNA","Gm28151"
"718","ENSMUSG00000103129.2","TEC","Gm37393"
"719","ENSMUSG00000100160.2","processed_pseudogene","Gm28527"
"720","ENSMUSG00000101921.2","processed_pseudogene","Gm28825"
"721","ENSMUSG00000101447.2","lncRNA","Gm28826"
"722","ENSMUSG00000081185.2","processed_pseudogene","Gm4852"
"723","ENSMUSG00000103246.2","TEC","Gm38090"
"724","ENSMUSG00000098876.3","miRNA","Mir6350"
"725","ENSMUSG00000100530.2","processed_pseudogene","Gm18117"
"726","ENSMUSG00000104067.2","TEC","Gm37196"
"727","ENSMUSG00000100033.2","processed_pseudogene","Gm8337"
"728","ENSMUSG00002075213.1","miRNA","ENSMUSG00002075213"
"729","ENSMUSG00002076633.1","misc_RNA","7SK"
"730","ENSMUSG00000101996.2","processed_pseudogene","Gm19206"
"731","ENSMUSG00000096973.2","processed_pseudogene","Gm5974"
"732","ENSMUSG00000064943.3","snRNA","Gm23240"
"733","ENSMUSG00000100866.2","processed_pseudogene","Gm28830"
"734","ENSMUSG00000101721.2","processed_pseudogene","Gm8354"
"735","ENSMUSG00000099376.2","processed_pseudogene","Gm19124"
"736","ENSMUSG00000097883.2","processed_pseudogene","Gm8357"
"737","ENSMUSG00002076043.1","miRNA","ENSMUSG00002076043"
"738","ENSMUSG00000099698.2","processed_pseudogene","Gm28740"
"739","ENSMUSG00000099454.2","processed_pseudogene","Gm8367"
"740","ENSMUSG00000051616.15","lncRNA","C230029F24Rik"
"741","ENSMUSG00000099627.2","processed_pseudogene","Gm6757"
"742","ENSMUSG00000099577.2","processed_pseudogene","Gm3605"
"743","ENSMUSG00000099882.2","processed_pseudogene","Gm28388"
"744","ENSMUSG00000101760.2","processed_pseudogene","Gm8384"
"745","ENSMUSG00000099608.2","lncRNA","4933411E06Rik"
"746","ENSMUSG00000099864.2","processed_pseudogene","Gm8391"
"747","ENSMUSG00002075839.1","misc_RNA","ENSMUSG00002075839"
"748","ENSMUSG00000100451.2","lncRNA","Gm29665"
"749","ENSMUSG00000099941.2","processed_pseudogene","Gm20118"
"750","ENSMUSG00002075589.1","misc_RNA","7SK"
"751","ENSMUSG00000100816.2","lncRNA","Gm28321"
"752","ENSMUSG00000026109.15","protein_coding","Tmeff2"
"753","ENSMUSG00000100671.2","lncRNA","Gm28322"
"754","ENSMUSG00002075527.1","miRNA","ENSMUSG00002075527"
"755","ENSMUSG00000101242.2","lncRNA","Gm28319"
"756","ENSMUSG00000099924.2","lncRNA","Gm28320"
"757","ENSMUSG00000099625.2","lncRNA","Gm29325"
"758","ENSMUSG00000101799.2","lncRNA","9330175M20Rik"
"759","ENSMUSG00000045954.8","protein_coding","Cavin2"
"760","ENSMUSG00000099741.2","processed_pseudogene","Gm5253"
"761","ENSMUSG00000101702.2","lncRNA","1700072G22Rik"
"762","ENSMUSG00000026107.12","protein_coding","Nabp1"
"763","ENSMUSG00000099413.2","lncRNA","Gm17767"
"764","ENSMUSG00000103424.2","TEC","Gm37535"
"765","ENSMUSG00000101741.2","lncRNA","Gm28055"
"766","ENSMUSG00000018417.15","protein_coding","Myo1b"
"767","ENSMUSG00000101724.2","lncRNA","Gm29453"
"768","ENSMUSG00000100313.2","lncRNA","Gm28323"
"769","ENSMUSG00000100696.2","processed_pseudogene","Gm8419"
"770","ENSMUSG00002075355.1","snoRNA","ENSMUSG00002075355"
"771","ENSMUSG00000072324.5","processed_pseudogene","Gm8420"
"772","ENSMUSG00000062939.12","protein_coding","Stat4"
"773","ENSMUSG00000101628.2","lncRNA","Gm28177"
"774","ENSMUSG00000078291.2","processed_pseudogene","Gm3940"
"775","ENSMUSG00000109599.2","lncRNA","Gm31812"
"776","ENSMUSG00000026104.15","protein_coding","Stat1"
"777","ENSMUSG00000099569.2","unprocessed_pseudogene","Gm18301"
"778","ENSMUSG00000026103.15","protein_coding","Gls"
"779","ENSMUSG00000099648.2","processed_pseudogene","Gm5975"
"780","ENSMUSG00000065192.3","snRNA","Gm23460"
"781","ENSMUSG00000002881.15","protein_coding","Nab1"
"782","ENSMUSG00000097833.2","processed_pseudogene","Gm5976"
"783","ENSMUSG00000101501.2","processed_pseudogene","Rps27a-ps1"
"784","ENSMUSG00000100120.2","lncRNA","Gm53065"
"785","ENSMUSG00000099878.2","lncRNA","Gm28178"
"786","ENSMUSG00000100007.2","processed_pseudogene","Gm5527"
"787","ENSMUSG00000043015.16","protein_coding","Nemp2"
"788","ENSMUSG00000103630.2","TEC","Gm37242"
"789","ENSMUSG00000041439.16","protein_coding","Mfsd6"
"790","ENSMUSG00000100302.2","lncRNA","Gm29670"
"791","ENSMUSG00000100230.2","processed_pseudogene","Gm28650"
"792","ENSMUSG00000026102.10","protein_coding","Inpp1"
"793","ENSMUSG00000041426.13","protein_coding","Hibch"
"794","ENSMUSG00000089802.2","processed_pseudogene","Gm16107"
"795","ENSMUSG00000043629.13","protein_coding","1700019D03Rik"
"796","ENSMUSG00000026100.7","protein_coding","Mstn"
"797","ENSMUSG00000089334.4","snoRNA","Gm24349"
"798","ENSMUSG00000060715.10","protein_coding","1700019A02Rik"
"799","ENSMUSG00000026098.14","protein_coding","Pms1"
"800","ENSMUSG00000100763.2","lncRNA","Gm28777"
"801","ENSMUSG00000026097.10","protein_coding","Ormdl1"
"802","ENSMUSG00000100679.2","protein_coding","Gm28778"
"803","ENSMUSG00000026096.15","protein_coding","Osgepl1"
"804","ENSMUSG00000099913.2","protein_coding","Gm28551"
"805","ENSMUSG00000101838.7","transcribed_unprocessed_pseudogene","Gm18800"
"806","ENSMUSG00000026095.16","protein_coding","Asnsd1"
"807","ENSMUSG00000117809.2","protein_coding","Gm50478"
"808","ENSMUSG00000100267.2","processed_pseudogene","Gm28779"
"809","ENSMUSG00000099450.2","processed_pseudogene","Gm6799"
"810","ENSMUSG00000100069.2","unprocessed_pseudogene","Gm6801"
"811","ENSMUSG00000096141.3","protein_coding","Dnah7a"
"812","ENSMUSG00002076105.1","miRNA","ENSMUSG00002076105"
"813","ENSMUSG00000026094.15","protein_coding","Stk17b"
"814","ENSMUSG00000102405.2","TEC","Gm37863"
"815","ENSMUSG00000042807.16","protein_coding","Hecw2"
"816","ENSMUSG00000098443.3","miRNA","Mir7681"
"817","ENSMUSG00000087949.3","snRNA","Gm24251"
"818","ENSMUSG00000102868.2","TEC","Gm37633"
"819","ENSMUSG00000119657.1","snRNA","U6"
"820","ENSMUSG00000025983.12","protein_coding","Ccdc150"
"821","ENSMUSG00000041303.8","protein_coding","Gtf3c3"
"822","ENSMUSG00000109809.2","protein_coding","Gm34066"
"823","ENSMUSG00000073678.5","protein_coding","Pgap1"
"824","ENSMUSG00000104136.2","TEC","Gm36955"
"825","ENSMUSG00000101130.2","processed_pseudogene","Gm19637"
"826","ENSMUSG00000052331.15","protein_coding","Ankrd44"
"827","ENSMUSG00000101674.7","lncRNA","4930444A19Rik"
"828","ENSMUSG00000102503.2","TEC","Gm37370"
"829","ENSMUSG00002075552.1","miRNA","ENSMUSG00002075552"
"830","ENSMUSG00000102642.2","TEC","A130048G24Rik"
"831","ENSMUSG00000025982.14","protein_coding","Sf3b1"
"832","ENSMUSG00000103030.2","TEC","E330011M16Rik"
"833","ENSMUSG00000025981.14","protein_coding","Coq10b"
